id,name,account,num_nodes,run_time,submit_time,start_time,end_time,state,avg_node_power,max_node_power,energy
jid_904085,15160.0,393.0,50,60,21418,21418,21479,JobState.COMPLETED,120.05660392163767,120.05660392163765,360169.811764913
jid_904085,15160.0,393.0,50,60,21418,21418,21479,JobState.COMPLETED,119.93882220103185,119.93882220103185,359816.4666030956
jid_904085,15160.0,393.0,50,60,21418,21418,21479,JobState.COMPLETED,120.00079036521146,120.00079036521147,360002.37109563436
jid_904085,15160.0,393.0,50,60,21418,21418,21479,JobState.COMPLETED,119.91570764697377,119.91570764697379,359747.12294092134
jid_904085,15160.0,393.0,50,60,21418,21418,21479,JobState.COMPLETED,120.0140403916559,120.01404039165591,360042.1211749677
jid_904085,15160.0,393.0,50,61,21418,21418,21480,JobState.COMPLETED,119.94660095931673,119.94660095931675,365837.132925916
jid_904085,15160.0,393.0,50,61,21418,21418,21480,JobState.COMPLETED,119.96907224947022,119.96907224947022,365905.67036088416
jid_904085,15160.0,393.0,50,61,21418,21418,21480,JobState.COMPLETED,119.99499962201212,119.99499962201212,365984.748847137
jid_904085,15160.0,393.0,50,61,21418,21418,21480,JobState.COMPLETED,119.96082659291524,119.96082659291523,365880.52110839146
jid_904085,15160.0,393.0,50,61,21418,21418,21480,JobState.COMPLETED,120.05286033282685,120.05286033282688,366161.2240151219
jid_904085,15160.0,393.0,50,62,21418,21418,21481,JobState.COMPLETED,120.00298025021624,120.00298025021625,372009.23877567035
jid_904085,15160.0,393.0,50,62,21418,21418,21481,JobState.COMPLETED,120.10976960070568,120.10976960070569,372340.2857621876
jid_904085,15160.0,393.0,50,62,21418,21418,21481,JobState.COMPLETED,120.06779602726954,120.06779602726957,372210.16768453555
jid_904085,15160.0,393.0,50,62,21418,21418,21481,JobState.COMPLETED,120.06816035612768,120.0681603561277,372211.2971039958
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,119.91886478855784,119.91886478855784,377744.4240839572
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,119.97433900397283,119.97433900397283,377919.1678625144
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,120.11195851021641,120.11195851021643,378352.6693071817
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,120.10871233209353,120.1087123320935,378342.44384609465
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,120.12873924283487,120.12873924283487,378405.5286149298
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,119.91022630016175,119.91022630016175,377717.2128455095
jid_904085,15160.0,393.0,50,63,21418,21418,21482,JobState.COMPLETED,120.05280125571493,120.05280125571495,378166.323955502
jid_904085,15160.0,393.0,50,64,21418,21418,21483,JobState.COMPLETED,120.04802708565725,120.04802708565725,384153.6866741032
jid_904085,15160.0,393.0,50,64,21418,21418,21483,JobState.COMPLETED,120.06606753083771,120.0660675308377,384211.4160986807
jid_904085,15160.0,393.0,50,64,21418,21418,21483,JobState.COMPLETED,120.13107803108984,120.13107803108981,384419.4496994875
jid_904085,15160.0,393.0,50,65,21418,21418,21484,JobState.COMPLETED,120.02031039512829,120.02031039512828,390066.00878416694
jid_904085,15160.0,393.0,50,65,21418,21418,21484,JobState.COMPLETED,120.04049114279141,120.0404911427914,390131.5962140721
jid_904100,92940.0,168.0,1,18,21477,21477,21496,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904087,92940.0,168.0,1,19,21477,21477,21497,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904091,92940.0,168.0,1,33,21474,21474,21508,JobState.COMPLETED,176.53061224489795,176.53061224489795,5825.510204081633
jid_904090,17.0,542.0,1,75,21433,21433,21509,JobState.COMPLETED,176.53061224489795,176.53061224489795,13239.795918367347
jid_904088,92940.0,168.0,1,18,21490,21490,21509,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904092,65088.0,487.0,1,2,21518,21518,21521,JobState.COMPLETED,176.53061224489795,176.53061224489795,353.0612244897959
jid_904093,92940.0,168.0,1,33,21492,21492,21526,JobState.COMPLETED,176.53061224489795,176.53061224489795,5825.510204081633
jid_904095,92940.0,168.0,1,145,21389,21389,21535,JobState.COMPLETED,176.5306122448979,176.53061224489795,25596.938775510196
jid_904098,92940.0,168.0,1,19,21536,21536,21556,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904099,92940.0,168.0,1,18,21548,21548,21567,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904101,92940.0,168.0,1,28,21548,21548,21577,JobState.COMPLETED,176.53061224489795,176.53061224489795,4942.857142857143
jid_904102,92940.0,168.0,1,34,21550,21550,21585,JobState.COMPLETED,176.53061224489795,176.53061224489795,6002.04081632653
jid_904103,92940.0,168.0,1,31,21563,21563,21595,JobState.COMPLETED,176.53061224489795,176.53061224489795,5472.448979591836
jid_904108,92940.0,168.0,1,145,21462,21462,21608,JobState.COMPLETED,176.5306122448979,176.53061224489795,25596.938775510196
jid_904106,92940.0,168.0,1,19,21589,21589,21609,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904107,65088.0,487.0,1,2,21610,21610,21613,JobState.COMPLETED,176.53061224489795,176.53061224489795,353.0612244897959
jid_904105,92940.0,168.0,1,17,21598,21598,21616,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904109,92940.0,168.0,1,53,21569,21569,21623,JobState.COMPLETED,176.53061224489795,176.53061224489795,9356.122448979591
jid_904111,92940.0,168.0,1,117,21506,21506,21624,JobState.COMPLETED,176.53061224489792,176.53061224489795,20654.08163265306
jid_904110,92940.0,168.0,1,19,21608,21608,21628,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904112,92940.0,168.0,1,30,21609,21609,21640,JobState.COMPLETED,176.53061224489795,176.53061224489795,5295.918367346939
jid_904115,15160.0,393.0,50,55,21593,21593,21649,JobState.COMPLETED,119.40592399770854,119.40592399770854,328366.29099369847
jid_904114,92940.0,168.0,1,34,21614,21614,21649,JobState.COMPLETED,176.53061224489795,176.53061224489795,6002.04081632653
jid_904115,15160.0,393.0,50,57,21593,21593,21651,JobState.COMPLETED,119.44127068382511,119.4412706838251,340407.62144890154
jid_904115,15160.0,393.0,50,58,21593,21593,21652,JobState.COMPLETED,119.31358938705672,119.31358938705675,346009.4092224645
jid_904115,15160.0,393.0,50,58,21593,21593,21652,JobState.COMPLETED,119.36149468572519,119.36149468572519,346148.33458860306
jid_904115,15160.0,393.0,50,58,21593,21593,21652,JobState.COMPLETED,119.30321758095648,119.30321758095648,345979.3309847738
jid_904116,92940.0,168.0,1,29,21622,21622,21652,JobState.COMPLETED,176.53061224489795,176.53061224489795,5119.3877551020405
jid_904115,15160.0,393.0,50,60,21593,21593,21654,JobState.COMPLETED,119.27196955461912,119.2719695546191,357815.9086638574
jid_904115,15160.0,393.0,50,61,21593,21593,21655,JobState.COMPLETED,119.37319467562423,119.37319467562423,364088.2437606539
jid_904115,15160.0,393.0,50,61,21593,21593,21655,JobState.COMPLETED,119.51173628999258,119.5117362899926,364510.7956844774
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.39958099459236,119.39958099459234,370138.7010832363
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.46902228523788,119.46902228523788,370353.96908423747
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.46887436866992,119.4688743686699,370353.5105428768
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.46803115119066,119.46803115119066,370350.89656869107
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.48911970396668,119.48911970396667,370416.27108229673
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.5172311465468,119.51723114654678,370503.4165542951
jid_904115,15160.0,393.0,50,62,21593,21593,21656,JobState.COMPLETED,119.4915638728708,119.49156387287081,370423.84800589946
jid_904115,15160.0,393.0,50,63,21593,21593,21657,JobState.COMPLETED,119.45628318681145,119.45628318681143,376287.2920384561
jid_904115,15160.0,393.0,50,63,21593,21593,21657,JobState.COMPLETED,119.45863739844255,119.45863739844258,376294.707805094
jid_904115,15160.0,393.0,50,63,21593,21593,21657,JobState.COMPLETED,119.47772220193193,119.47772220193193,376354.82493608556
jid_904115,15160.0,393.0,50,63,21593,21593,21657,JobState.COMPLETED,119.42552660852543,119.42552660852544,376190.4088168551
jid_904115,15160.0,393.0,50,63,21593,21593,21657,JobState.COMPLETED,119.44240633786934,119.44240633786934,376243.57996428845
jid_904115,15160.0,393.0,50,64,21593,21593,21658,JobState.COMPLETED,119.39220165179107,119.39220165179105,382055.04528573144
jid_904115,15160.0,393.0,50,64,21593,21593,21658,JobState.COMPLETED,119.46939579598546,119.46939579598546,382302.06654715346
jid_904115,15160.0,393.0,50,68,21593,21593,21662,JobState.COMPLETED,119.23273627075262,119.23273627075262,405391.3033205589
jid_904117,92940.0,168.0,1,17,21644,21644,21662,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904115,15160.0,393.0,50,69,21593,21593,21663,JobState.COMPLETED,119.42542767228171,119.42542767228173,412017.7254693719
jid_904115,15160.0,393.0,50,69,21593,21593,21663,JobState.COMPLETED,119.36534156149033,119.36534156149033,411810.42838714167
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.43937898066291,119.43937898066294,418037.8264323202
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.42588533631655,119.42588533631653,417990.59867710795
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.44747892895904,119.44747892895906,418066.17625135666
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.26542802786248,119.26542802786248,417428.9980975187
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.22849159468724,119.22849159468724,417299.7205814054
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.3025883622444,119.30258836224439,417559.0592678554
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.27083588330156,119.27083588330156,417447.9255915555
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.28009316687051,119.28009316687051,417480.32608404686
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.27601592891828,119.27601592891828,417466.05575121404
jid_904115,15160.0,393.0,50,70,21593,21593,21664,JobState.COMPLETED,119.04316718118102,119.04316718118099,416651.0851341336
jid_904115,15160.0,393.0,50,71,21593,21593,21665,JobState.COMPLETED,119.45736745490696,119.45736745490699,424073.6544649197
jid_904115,15160.0,393.0,50,71,21593,21593,21665,JobState.COMPLETED,119.41205417667823,119.41205417667823,423912.79232720775
jid_904115,15160.0,393.0,50,71,21593,21593,21665,JobState.COMPLETED,119.25315153878006,119.25315153878005,423348.6879626692
jid_904115,15160.0,393.0,50,71,21593,21593,21665,JobState.COMPLETED,119.23918314843469,119.23918314843469,423299.1001769432
jid_904118,92940.0,168.0,1,19,21645,21645,21665,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904115,15160.0,393.0,50,72,21593,21593,21666,JobState.COMPLETED,119.36207180303572,119.36207180303572,429703.4584909286
jid_904115,15160.0,393.0,50,72,21593,21593,21666,JobState.COMPLETED,119.41407704085374,119.41407704085374,429890.6773470735
jid_904115,15160.0,393.0,50,72,21593,21593,21666,JobState.COMPLETED,119.35384269484959,119.35384269484959,429673.8337014585
jid_904115,15160.0,393.0,50,72,21593,21593,21666,JobState.COMPLETED,119.3252791411297,119.32527914112968,429571.0049080669
jid_904115,15160.0,393.0,50,73,21593,21593,21667,JobState.COMPLETED,119.29374063576725,119.29374063576725,435422.15332055045
jid_904115,15160.0,393.0,50,73,21593,21593,21667,JobState.COMPLETED,119.2894605012227,119.2894605012227,435406.5308294629
jid_904115,15160.0,393.0,50,73,21593,21593,21667,JobState.COMPLETED,119.30095326646104,119.30095326646105,435448.4794225828
jid_904115,15160.0,393.0,50,73,21593,21593,21667,JobState.COMPLETED,119.35530095957523,119.35530095957522,435646.8485024496
jid_904115,15160.0,393.0,50,73,21593,21593,21667,JobState.COMPLETED,119.25078685149083,119.25078685149083,435265.37200794154
jid_904115,15160.0,393.0,50,74,21593,21593,21668,JobState.COMPLETED,119.24332276054135,119.24332276054135,441200.29421400296
jid_904115,15160.0,393.0,50,74,21593,21593,21668,JobState.COMPLETED,119.37487154177903,119.37487154177904,441687.0247045824
jid_904115,15160.0,393.0,50,75,21593,21593,21669,JobState.COMPLETED,119.41248912863044,119.41248912863045,447796.8342323641
jid_904119,92940.0,168.0,1,19,21656,21656,21676,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904120,92940.0,168.0,1,21,21655,21655,21677,JobState.COMPLETED,176.53061224489795,176.53061224489795,3707.142857142857
jid_904121,92940.0,168.0,1,33,21666,21666,21700,JobState.COMPLETED,176.53061224489795,176.53061224489795,5825.510204081633
jid_904122,92940.0,168.0,1,18,21695,21695,21714,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904123,92940.0,168.0,1,30,21686,21686,21717,JobState.COMPLETED,176.53061224489795,176.53061224489795,5295.918367346939
jid_904124,92940.0,168.0,1,144,21574,21574,21719,JobState.COMPLETED,176.5306122448979,176.53061224489795,25420.408163265296
jid_904125,92940.0,168.0,1,19,21700,21700,21720,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904143,92940.0,168.0,1,1187,20536,20536,21724,JobState.COMPLETED,176.53061224489778,176.53061224489795,209541.83673469367
jid_904127,92940.0,168.0,1,19,21705,21705,21725,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904129,92940.0,168.0,1,17,21737,21737,21755,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904132,92940.0,168.0,1,77,21681,21681,21759,JobState.COMPLETED,176.53061224489795,176.53061224489795,13592.857142857143
jid_904130,92940.0,168.0,1,34,21728,21728,21763,JobState.COMPLETED,176.53061224489795,176.53061224489795,6002.04081632653
jid_904131,92940.0,168.0,1,19,21746,21746,21766,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904134,92940.0,168.0,1,33,21741,21741,21775,JobState.COMPLETED,176.53061224489795,176.53061224489795,5825.510204081633
jid_904135,92940.0,168.0,1,19,21756,21756,21776,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
